id,city_code,crash_time,atmospheric_conditions_name,atmospheric_conditions_1_name,atmospheric_conditions_2_name,number_of_fatalities
41,1650,10/29/2016 11:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
42,1650,04/18/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
43,1650,07/30/2016 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
44,1650,08/05/2016 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
45,1650,03/28/2016 1:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
46,1650,07/02/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
47,1650,08/05/2016 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
48,1650,02/18/2016 15:00,Rain,Rain,No Additional Atmospheric Conditions,1
49,1650,12/07/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
50,1650,11/25/2016 17:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
51,1650,03/18/2016 12:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
52,1650,03/19/2016 23:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
53,1650,12/07/2016 18:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
54,1650,09/04/2016 21:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
55,1650,08/19/2016 15:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
56,1650,08/29/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
57,1650,03/19/2016 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
58,1650,05/30/2016 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
59,1650,04/16/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
60,1650,02/04/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
61,1650,07/09/2016 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
62,1650,12/24/2016 14:00,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
63,1650,04/24/2016 3:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
64,1650,02/13/2016 5:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
65,1650,04/22/2016 2:00,Rain,Rain,No Additional Atmospheric Conditions,1
66,1650,03/06/2016 19:00,Rain,Rain,No Additional Atmospheric Conditions,1
67,1650,11/30/2016 5:00,Rain,Rain,No Additional Atmospheric Conditions,1
68,1650,10/13/2016 21:00,Rain,Cloudy,Rain,1
69,1650,01/12/2016 7:00,Rain,Rain,No Additional Atmospheric Conditions,1
70,1650,01/24/2016 23:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
71,1650,12/10/2016 2:00,Snow,Snow,No Additional Atmospheric Conditions,1
72,1650,08/12/2016 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
73,1650,05/12/2016 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
74,1650,12/25/2016 1:00,"Fog, Smog, Smoke","Fog, Smog, Smoke",No Additional Atmospheric Conditions,1
75,1650,10/17/2016 0:00,Rain,Cloudy,Rain,1
76,370,03/14/2015 20:00,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
77,370,05/01/2015 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
78,370,08/01/2015 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
79,370,10/22/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
80,370,10/08/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
81,370,06/21/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
82,370,04/01/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
83,370,04/25/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
84,370,02/28/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
85,370,09/26/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
86,370,02/06/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
87,370,01/26/2015 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
88,370,08/07/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,2
89,370,06/16/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
90,370,06/04/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
91,370,11/28/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
92,370,08/03/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
93,370,05/17/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
94,370,07/20/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
95,370,04/16/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
96,370,05/14/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,2
97,370,10/18/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
98,370,11/20/2015 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
99,370,09/15/2015 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
100,370,11/09/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
101,370,05/07/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
102,370,06/07/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
103,370,06/24/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
104,370,01/09/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
105,370,09/19/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
106,370,07/08/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
107,370,06/27/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
108,370,05/01/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
109,370,11/06/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
110,370,06/04/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
111,370,12/13/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
112,370,10/30/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
113,370,06/20/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
114,370,07/05/2015 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
115,370,02/28/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
116,370,09/28/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
117,370,11/24/2015 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
118,370,03/31/2015 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
119,370,09/16/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
120,370,06/25/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
121,370,03/04/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
122,370,06/18/2015 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
123,370,06/28/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,2
124,370,11/28/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,2
125,370,01/25/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
126,370,06/19/2015 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
127,370,02/05/2015 8:00,Clear,Clear,No Additional Atmospheric Conditions,2
128,370,08/17/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
129,370,11/11/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
130,370,12/15/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
131,370,03/05/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
132,370,04/30/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
133,370,11/14/2015 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
134,370,10/31/2015 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
135,370,10/30/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
136,370,01/08/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
137,370,03/14/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
138,370,08/05/2015 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
139,370,11/08/2015 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
140,370,06/27/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
141,370,12/30/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
142,370,10/23/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
143,370,05/13/2015 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
144,370,09/16/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
145,370,10/01/2015 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
146,370,11/22/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
147,370,09/05/2015 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
148,370,07/12/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
149,370,06/04/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
150,370,05/02/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
151,370,05/29/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
152,370,10/26/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
153,370,04/19/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
154,370,12/13/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,2
155,370,04/24/2015 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
156,370,02/15/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
157,370,08/15/2015 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
158,370,08/06/2015 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
159,370,03/20/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
160,370,01/14/2015 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
161,370,08/08/2015 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
162,370,08/18/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
163,370,11/08/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
164,370,01/26/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
165,370,01/11/2015 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
166,370,08/22/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
167,370,12/30/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
168,370,02/08/2015 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
169,370,12/26/2015 2:00,Clear,Clear,No Additional Atmospheric Conditions,3
170,370,07/25/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
171,370,06/01/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
172,370,01/24/2015 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
173,370,09/27/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
174,370,05/13/2015 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
175,370,05/09/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
176,370,04/24/2015 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
177,370,07/07/2015 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
178,370,02/27/2015 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
179,370,03/15/2015 17:00,Clear,Clear,No Additional Atmospheric Conditions,1
180,370,04/25/2015 7:00,Clear,Clear,No Additional Atmospheric Conditions,1
181,370,03/16/2015 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
182,370,06/12/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
183,370,03/16/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
184,370,02/07/2015 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
185,370,09/09/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
186,370,07/27/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,2
187,370,12/18/2015 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
188,370,09/06/2015 10:00,Clear,Clear,No Additional Atmospheric Conditions,1
189,370,02/15/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
190,370,09/27/2015 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
191,370,10/18/2015 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
192,370,05/29/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
193,370,11/25/2015 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
194,370,01/17/2015 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
195,370,07/31/2015 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
196,370,05/03/2015 21:00,Clear,Clear,No Additional Atmospheric Conditions,2
197,370,03/09/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
198,370,08/02/2015 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
199,370,10/06/2015 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
200,370,03/15/2015 22:00,Clear,Clear,No Additional Atmospheric Conditions,3
201,370,09/15/2015 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
202,370,03/29/2015 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
203,370,05/15/2015 22:00,Rain,Rain,No Additional Atmospheric Conditions,1
204,370,01/10/2015 13:00,Rain,Rain,No Additional Atmospheric Conditions,1
205,370,01/30/2015 7:00,Rain,Rain,No Additional Atmospheric Conditions,1
206,370,10/06/2015 19:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
207,370,01/31/2015 17:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
208,370,11/03/2015 20:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
209,370,01/27/2015 1:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
210,370,08/07/2015 20:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
211,370,10/19/2015 16:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
212,370,05/15/2015 8:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
213,370,04/25/2015 15:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
214,370,06/06/2015 4:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
215,370,03/18/2015 17:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
216,370,03/19/2015 11:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
217,370,10/04/2015 7:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
218,370,02/23/2015 10:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
219,370,03/02/2015 17:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
220,370,02/20/2015 16:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
221,370,07/26/2015 15:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,3
222,370,05/14/2015 8:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
223,370,02/20/2015 1:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
224,370,07/30/2015 23:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
225,370,06/04/2015 22:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
226,370,10/20/2015 23:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
227,370,07/25/2015 21:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
228,370,11/12/2015 17:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
229,370,06/09/2015 13:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
230,370,07/23/2015 21:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
231,370,09/18/2015 20:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
232,370,10/07/2015 5:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
233,370,09/04/2015 4:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
234,370,08/13/2015 0:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
235,370,03/06/2015 13:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
236,370,10/29/2015 23:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
237,370,11/20/2015 20:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
238,370,07/04/2015 6:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
239,370,02/07/2015 23:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
240,370,06/19/2015 22:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
241,370,09/20/2015 14:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
242,370,09/15/2015 17:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
243,370,12/08/2015 16:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
244,370,08/06/2015 16:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
245,370,10/30/2015 4:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
246,370,03/06/2015 22:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
247,370,01/22/2015 19:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
248,370,12/17/2015 16:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
249,370,05/23/2015 14:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
250,370,08/29/2015 1:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
251,370,10/14/2015 2:00,Unknown,Unknown,No Additional Atmospheric Conditions,1
252,370,09/26/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
253,370,09/12/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
254,370,06/03/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
255,370,06/03/2016 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
256,370,07/10/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
257,370,02/16/2016 0:00,Clear,Clear,No Additional Atmospheric Conditions,1
258,370,01/13/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,5
259,370,07/10/2016 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
260,370,05/29/2016 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
261,370,09/10/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
262,370,07/15/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
263,370,03/27/2016 3:00,Clear,Clear,No Additional Atmospheric Conditions,1
264,370,11/23/2016 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
265,370,07/13/2016 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
266,370,02/12/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
267,370,10/27/2016 16:00,Clear,Clear,No Additional Atmospheric Conditions,1
268,370,01/15/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
269,370,08/15/2016 13:00,Clear,Clear,No Additional Atmospheric Conditions,1
270,370,09/23/2016 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
271,370,06/30/2016 18:00,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
272,370,03/12/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
273,370,09/02/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
274,370,11/01/2016 3:00,Clear,Clear,No Additional Atmospheric Conditions,2
275,370,07/21/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
276,370,12/27/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
277,370,02/10/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
278,370,04/29/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
279,370,04/30/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,2
280,370,10/20/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
281,370,10/15/2016 2:00,Clear,Clear,No Additional Atmospheric Conditions,1
282,370,04/23/2016 9:00,Clear,Clear,No Additional Atmospheric Conditions,1
283,370,11/01/2016 11:00,Clear,Clear,No Additional Atmospheric Conditions,1
284,370,09/30/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
285,370,09/17/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
286,370,06/13/2016 8:00,Clear,Clear,No Additional Atmospheric Conditions,1
287,370,06/18/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
288,370,01/27/2016 16:00,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
289,370,03/11/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
290,370,10/27/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
291,370,12/09/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
292,370,10/15/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
293,370,11/07/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
294,370,03/09/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
295,370,12/23/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
296,370,03/29/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
297,370,12/22/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
298,370,09/24/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
299,370,09/22/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
300,370,09/30/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
301,370,08/12/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
302,370,01/06/2016 14:00,Clear,Clear,No Additional Atmospheric Conditions,1
303,370,11/08/2016 18:00,Clear,Clear,No Additional Atmospheric Conditions,1
304,370,05/19/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
305,370,10/15/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
306,370,01/20/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
307,370,03/13/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
308,370,10/22/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
309,370,09/15/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
310,370,04/01/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
311,370,08/03/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
312,370,04/30/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
313,370,01/25/2016 6:00,Clear,Clear,No Additional Atmospheric Conditions,1
314,370,02/10/2016 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
315,370,02/21/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
316,370,11/14/2016 4:00,Clear,Clear,No Additional Atmospheric Conditions,1
317,370,06/04/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
318,370,01/21/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
319,370,02/13/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
320,370,10/20/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
321,370,11/08/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
322,370,12/10/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
323,370,01/24/2016 23:00,Clear,Clear,No Additional Atmospheric Conditions,1
324,370,03/27/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
325,370,03/17/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
326,370,03/14/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
327,370,05/03/2016 15:00,Clear,Clear,No Additional Atmospheric Conditions,1
328,370,05/05/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
329,370,11/27/2016 12:00,Clear,Clear,No Additional Atmospheric Conditions,1
330,370,08/13/2016 1:00,Clear,Clear,No Additional Atmospheric Conditions,1
331,370,09/22/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
332,370,08/12/2016 22:00,Clear,Clear,No Additional Atmospheric Conditions,1
333,370,08/17/2016 19:00,Clear,Clear,No Additional Atmospheric Conditions,1
334,370,05/09/2016 5:00,Clear,Clear,No Additional Atmospheric Conditions,1
335,370,06/14/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
336,370,06/25/2016 21:00,Clear,Clear,No Additional Atmospheric Conditions,1
337,370,07/03/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
338,370,10/09/2016 20:00,Clear,Clear,No Additional Atmospheric Conditions,1
